company_id,industry,country,year,ai_adoption_level,ai_investment_usd,automation_rate,cost_savings,revenue_impact,productivity_gain,employee_ai_training_hours,ai_maturity_score,deployment_count
CORP-05699,Education,Sweden,2027,0.4131,450776,0.2667,138433,76265,0.239,49.2,5.71,22
CORP-01928,Technology,South Korea,2033,0.5644,4726319,0.4987,2872866,-1025602,0.4719,81.1,7.01,35
CORP-07054,Technology,India,2016,0.3166,2619143,0.2275,1054637,1528650,0.2343,30.2,4.28,15
CORP-00988,Manufacturing,Germany,2028,0.5736,4732795,0.6331,1033576,1702516,0.5095,75.1,7.17,30
CORP-03451,Technology,Sweden,2018,0.2706,3592539,0.2491,723966,-206944,0.1711,60.8,4.46,12
CORP-05705,Logistics,United States,2020,0.2774,3774642,0.2894,832505,804506,0.2625,51.1,5.08,19
CORP-06092,Telecom,Japan,2031,0.4774,5359110,0.3981,1401100,1222107,0.3706,43.2,7.46,34
CORP-03455,Logistics,China,2034,0.7861,8215979,0.7326,2742190,7364047,0.6526,115.9,8.17,39
CORP-01277,Retail,Germany,2035,1.0,4730827,0.745,1756453,1710154,0.7428,148.9,9.95,51
CORP-02545,Healthcare,United States,2020,0.2754,1990982,0.19,467911,648847,0.2333,60.1,4.77,17
CORP-02748,Energy,India,2031,1.0,8176521,0.922,4020664,3039751,0.7842,123.3,8.54,39
CORP-05312,Financial Services,Germany,2023,0.4664,11294734,0.4099,3182043,9579403,0.397,61.8,5.33,21
CORP-00524,Telecom,Germany,2026,0.6544,4463474,0.5159,1520855,2613867,0.513,96.7,6.98,29
CORP-01336,Retail,United States,2023,0.5409,3363169,0.4256,1347556,2972118,0.4154,97.4,6.14,23
CORP-01481,Energy,United Kingdom,2030,0.6957,17343042,0.6293,10100594,7603238,0.5544,108.9,7.85,35
CORP-03582,Healthcare,China,2035,0.8467,4410215,0.5521,1461751,1388180,0.572,128.5,8.74,46
CORP-06167,Telecom,China,2016,0.2402,3561830,0.2555,1908232,700936,0.2062,32.0,4.21,12
CORP-07439,Technology,India,2017,0.01,992479,0.0407,219842,320542,0.0436,5.3,2.27,7
CORP-02031,Financial Services,United Kingdom,2021,0.2427,5380811,0.2055,1849654,2901972,0.1786,29.4,4.58,15
CORP-07689,Logistics,Sweden,2029,0.6928,2839511,0.6484,1167118,927189,0.5729,87.4,7.64,35
CORP-06587,Healthcare,United Kingdom,2019,0.6777,6213560,0.3982,2278365,3788043,0.4143,106.2,5.72,18
CORP-04961,Telecom,France,2026,0.5637,2412223,0.4396,1128801,2553201,0.4315,76.5,6.95,26
CORP-05801,Financial Services,Brazil,2018,0.189,1226938,0.1317,235482,333697,0.1139,26.9,2.71,12
CORP-07784,Financial Services,Brazil,2020,0.0158,1712959,0.0732,392043,246200,0.0818,15.0,3.04,11
CORP-01377,Telecom,Canada,2033,0.7966,7269758,0.6408,3311116,3423463,0.5549,116.7,8.4,42
CORP-03194,Financial Services,China,2025,0.6994,8691897,0.6622,4885425,3033690,0.5793,108.0,7.82,30
CORP-05951,Healthcare,Japan,2020,0.5614,6857510,0.4046,2327891,1412495,0.3736,63.9,5.29,18
CORP-06046,Financial Services,Sweden,2022,0.6692,10349184,0.5311,3031475,8230978,0.4908,96.2,6.58,24
CORP-07975,Technology,Singapore,2029,0.6834,7649531,0.4654,5067383,5159233,0.5245,98.8,7.83,34
CORP-00749,Retail,South Korea,2027,0.6718,3216775,0.4831,1721844,713206,0.4729,72.7,7.36,30
CORP-01733,Manufacturing,France,2030,0.7522,5398399,0.7115,1999233,1489997,0.6644,89.3,8.36,37
CORP-04591,Telecom,United States,2029,0.541,6459518,0.4106,2221130,2215535,0.3878,94.8,6.84,32
CORP-07657,Logistics,China,2016,0.4353,2689211,0.3551,932488,681901,0.328,63.4,4.53,14
CORP-06270,Technology,China,2017,0.01,2167606,0.0243,1137688,794696,0.0019,1.0,2.52,6
CORP-03659,Energy,China,2033,0.3516,4109503,0.3717,1560773,1275947,0.3197,51.3,6.7,33
CORP-00631,Retail,Japan,2015,0.3426,2053916,0.232,699418,748739,0.2466,45.0,3.57,10
CORP-06472,Technology,China,2027,0.4962,5723878,0.2913,3851563,16558086,0.2878,57.6,6.92,28
CORP-02122,Technology,China,2022,0.4633,8870012,0.356,1887358,3139814,0.3294,55.1,5.12,19
CORP-07636,Financial Services,Japan,2032,0.8029,9851764,0.7067,2254403,7660901,0.6304,91.4,7.67,36
CORP-04999,Energy,South Korea,2034,0.6658,5571540,0.5716,1504650,2152409,0.5313,78.0,8.29,40
CORP-01732,Retail,United States,2030,0.6222,2790892,0.4569,1354197,935530,0.4786,112.6,7.1,31
CORP-06533,Healthcare,China,2029,0.9188,9263162,0.6006,2999691,5664034,0.6184,136.7,8.59,38
CORP-00346,Logistics,United States,2035,1.0,6569621,0.95,5293056,8358300,0.8035,179.9,10.0,50
CORP-02982,Energy,South Korea,2034,0.5924,6107838,0.5706,1580157,1504155,0.4434,72.6,7.45,39
CORP-03204,Retail,United States,2034,1.0,6335217,0.7228,2992861,3659631,0.6762,150.1,9.61,50
CORP-00722,Logistics,Brazil,2026,0.5756,1154774,0.586,318706,339084,0.4268,52.9,6.14,25
CORP-07625,Financial Services,Brazil,2028,0.6072,4085980,0.5005,968431,1063008,0.5153,39.8,6.78,29
CORP-06404,Telecom,United States,2027,0.5757,8655449,0.3759,2417447,2709290,0.3528,92.1,5.98,27
CORP-05306,Retail,South Korea,2017,0.3347,897506,0.1967,153927,188720,0.2244,16.2,3.55,13
CORP-07037,Logistics,Germany,2024,0.5302,2294318,0.4853,1149573,450550,0.4424,85.9,6.84,25
CORP-00257,Healthcare,Netherlands,2021,0.4582,2667078,0.3174,1046707,1681829,0.2936,54.1,5.1,16
CORP-06431,Technology,United Kingdom,2017,0.3807,4619355,0.263,1728938,3246804,0.2196,60.2,4.71,13
CORP-02382,Healthcare,Canada,2035,0.9202,6190395,0.559,1478200,3053546,0.61,124.3,9.83,52
CORP-04820,Financial Services,Japan,2024,0.3449,3082598,0.3855,1112909,1637014,0.2952,49.6,5.63,24
CORP-01279,Energy,Brazil,2016,0.0621,755915,0.0295,111376,77853,0.0463,6.6,2.19,6
CORP-00178,Healthcare,France,2017,0.0965,1832859,0.0761,255259,140474,0.0925,7.2,3.16,11
CORP-04769,Logistics,United States,2016,0.2583,2903958,0.2397,618526,497324,0.1978,46.2,3.81,12
CORP-03153,Retail,United Kingdom,2018,0.1222,828104,0.1521,206852,154571,0.1494,29.6,2.92,12
CORP-07141,Retail,China,2035,0.8717,3466564,0.617,1359924,976535,0.5918,113.4,8.57,42
CORP-00738,Technology,United States,2029,0.6812,7669291,0.5108,5138147,8749620,0.5504,109.8,7.66,34
CORP-04178,Education,Japan,2028,0.81,960919,0.4489,242390,531525,0.4661,107.7,7.89,33
CORP-03646,Telecom,United States,2018,0.6638,8293670,0.5581,5389473,5275914,0.5003,126.7,5.99,22
CORP-01182,Logistics,South Korea,2026,0.6115,6557487,0.5496,3405889,2846845,0.4962,82.8,6.82,29
CORP-05480,Financial Services,India,2017,0.4916,2998231,0.4437,1012305,903868,0.3779,53.2,5.02,15
CORP-07585,Healthcare,United States,2021,0.4446,4248429,0.2486,990512,1864214,0.2464,79.5,5.18,16
CORP-04692,Manufacturing,United States,2032,1.0,6466514,0.95,3180389,5592435,0.7803,180.5,9.53,45
CORP-01249,Healthcare,South Korea,2016,0.2511,1832242,0.2185,392954,388431,0.1877,26.6,3.91,10
CORP-05503,Manufacturing,Netherlands,2019,0.0963,815038,0.135,194963,92811,0.1426,16.6,3.85,11
CORP-05201,Healthcare,Brazil,2026,0.4288,1742454,0.3805,419734,677056,0.284,45.3,5.67,22
CORP-03645,Retail,China,2022,0.2605,1605915,0.2414,290989,228364,0.178,46.0,4.41,15
CORP-03759,Financial Services,China,2028,0.8977,11517542,0.7239,3743620,13417679,0.7071,116.2,8.31,35
CORP-00504,Healthcare,China,2035,0.8905,7145545,0.6349,2281535,3575525,0.5824,115.5,8.62,45
CORP-04551,Telecom,United States,2030,1.0,9423706,0.8463,5486496,8338733,0.7837,174.7,8.93,45
CORP-01206,Manufacturing,India,2016,0.01,1128531,0.0433,187399,98737,-0.0283,1.0,3.1,11
CORP-01877,Logistics,Germany,2026,0.659,4839449,0.6307,1398272,2827361,0.4663,90.2,6.7,25
CORP-03720,Technology,United Kingdom,2025,0.5198,3636489,0.4086,2471727,2274322,0.3286,89.0,6.37,27
CORP-01343,Manufacturing,Germany,2030,0.5836,4758607,0.6486,1412470,1162420,0.4929,65.3,7.7,35
CORP-03382,Technology,United States,2032,0.5951,6440401,0.5209,3974593,1312054,0.4999,95.6,7.47,35
CORP-05173,Logistics,Canada,2033,1.0,12570952,0.94,6620392,7609688,0.7583,154.5,8.95,44
CORP-05915,Financial Services,France,2017,0.01,3430781,0.0293,420479,663754,0.0299,8.2,2.45,7
CORP-07032,Telecom,South Korea,2021,0.3508,2551099,0.2263,539690,1336906,0.2031,33.0,4.56,18
CORP-04059,Healthcare,China,2016,0.1899,3940391,0.0144,1139365,679637,0.0643,21.4,3.77,9
CORP-00233,Manufacturing,United States,2017,0.2644,2159441,0.3487,642145,497106,0.267,43.7,3.59,12
CORP-03604,Energy,United Kingdom,2025,0.6614,10858669,0.6388,3946336,2759233,0.5094,117.8,7.29,31
CORP-07472,Manufacturing,Brazil,2032,0.795,2518154,0.7473,987927,1237920,0.6175,71.8,7.96,38
CORP-06068,Logistics,France,2022,0.522,2282829,0.5188,772209,1131550,0.487,68.5,5.59,19
CORP-02272,Technology,United States,2023,0.4147,6278514,0.3596,2766594,2493026,0.338,71.5,6.02,22
CORP-03003,Financial Services,United States,2017,0.2078,4774391,0.1329,838595,521066,0.1611,42.0,4.7,13
CORP-00483,Logistics,United States,2017,0.2024,1697087,0.2603,581027,362436,0.2104,40.0,3.49,10
CORP-06823,Agriculture,United States,2023,0.4325,1160952,0.3628,448079,265567,0.3582,88.8,5.7,19
CORP-01251,Financial Services,Netherlands,2018,0.1027,2124363,0.1147,306981,326358,0.1066,1.4,3.67,11
CORP-05417,Logistics,China,2034,0.903,3649709,0.8235,1790506,2989892,0.709,118.8,8.76,44
CORP-03676,Technology,India,2018,0.2866,1745969,0.2462,785868,822151,0.2036,46.8,3.8,10
CORP-07724,Logistics,United States,2028,0.6828,4873708,0.6465,2348180,2332877,0.5603,110.7,7.54,35
CORP-02299,Retail,Japan,2033,0.8267,1591867,0.4998,528546,302179,0.5369,117.1,8.11,41
CORP-05916,Technology,United States,2029,0.8095,14978416,0.6254,7541023,16965476,0.6028,130.6,8.44,38
CORP-06274,Technology,Sweden,2023,0.4409,4273743,0.3617,3080174,1209755,0.2828,56.2,5.47,20
CORP-03034,Manufacturing,United Kingdom,2016,0.2674,1662194,0.2981,299464,332445,0.283,37.0,4.21,12
CORP-01030,Financial Services,China,2020,0.2529,10404982,0.2736,3049105,2066328,0.2504,27.5,4.36,15
CORP-05306,Technology,Japan,2022,0.4308,5561843,0.34,3280909,1977068,0.2773,69.5,4.86,18
CORP-05918,Retail,Japan,2030,0.6105,2738627,0.4489,1009275,2802208,0.3793,85.4,6.99,31
CORP-05024,Education,Germany,2027,0.6194,704711,0.2683,196871,182798,0.3213,81.0,6.65,27
CORP-02790,Manufacturing,Australia,2024,0.508,3043887,0.4643,945128,656613,0.4692,59.6,5.5,22
CORP-01813,Healthcare,Australia,2017,0.1342,1331114,0.1252,183163,171143,0.1551,21.4,3.72,10
CORP-00565,Healthcare,United States,2021,0.2773,3827663,0.213,869448,1144698,0.14,40.4,4.25,14
CORP-03769,Agriculture,United States,2034,1.0,4194218,0.831,1388089,2100052,0.7604,154.5,9.87,50
CORP-04662,Healthcare,UAE,2024,0.7336,3759872,0.4721,951812,1295227,0.4007,79.3,6.52,26
CORP-05025,Healthcare,Japan,2034,0.997,5072874,0.6671,2180801,5209664,0.6763,125.3,9.11,47
CORP-04563,Healthcare,United States,2018,0.6056,5954583,0.443,1433303,2378969,0.3741,104.5,5.87,18
CORP-05966,Technology,United States,2024,0.4461,4311268,0.3464,2099604,2599966,0.3,84.1,6.64,24
CORP-05638,Manufacturing,France,2024,0.4409,2303513,0.3078,775377,765483,0.2708,33.9,5.72,22
CORP-06363,Financial Services,Australia,2028,0.5152,3129777,0.4466,1219142,1862392,0.4322,77.7,6.78,30
CORP-06342,Manufacturing,Canada,2017,0.3165,2198558,0.2993,368190,303504,0.3033,44.4,4.13,12
CORP-03801,Healthcare,China,2017,0.3139,3578215,0.1973,1800209,1458689,0.2173,55.1,4.4,12
CORP-00512,Technology,Singapore,2021,0.3419,8743497,0.303,4095031,7546244,0.3374,42.3,4.28,14
CORP-05500,Healthcare,United States,2024,0.4057,3554009,0.3161,920535,623616,0.3009,82.8,5.08,20
CORP-07304,Manufacturing,South Korea,2031,0.6702,4080450,0.5847,1150431,888553,0.5196,86.7,6.93,33
CORP-01991,Agriculture,Sweden,2027,0.7402,1866292,0.6482,743076,882590,0.5579,105.1,8.5,37
CORP-03999,Telecom,Australia,2015,0.1326,2249889,0.0558,371564,381039,0.0088,18.2,3.62,11
CORP-04844,Technology,United States,2019,0.1718,3570983,0.2163,1723885,587089,0.2084,23.7,4.63,18
CORP-01891,Financial Services,Netherlands,2016,0.0826,3273450,0.0691,625787,-266300,0.0563,3.6,2.5,7
CORP-00553,Retail,China,2020,0.497,2246157,0.3916,1322557,893030,0.3603,62.3,5.97,20
CORP-02783,Manufacturing,India,2026,0.4463,3729953,0.4737,1497731,1172299,0.4188,59.4,6.29,25
CORP-07795,Financial Services,United States,2031,0.7831,16042720,0.6255,7843426,4482008,0.5997,126.0,8.54,40
CORP-06546,Technology,Singapore,2026,0.5626,3438683,0.4483,1650840,3752467,0.4204,96.2,6.7,28
CORP-03305,Agriculture,China,2023,0.344,725749,0.2754,104723,253919,0.2822,37.7,5.06,20
CORP-03836,Telecom,Canada,2023,0.5853,4602707,0.4378,1250966,1312759,0.4719,84.9,6.05,25
CORP-04439,Healthcare,Singapore,2032,0.9863,13837951,0.6453,3784560,8052208,0.7167,143.1,9.71,46
CORP-00096,Healthcare,Singapore,2030,0.9902,9831776,0.6277,4678579,5007402,0.637,153.1,8.83,39
CORP-05715,Agriculture,United Kingdom,2024,0.2801,810824,0.2656,135491,91505,0.2777,39.8,4.87,19
CORP-02211,Agriculture,India,2019,0.4111,813057,0.3013,240878,192909,0.291,51.2,4.39,15
CORP-02301,Education,Germany,2022,0.56,1015795,0.2961,241428,347550,0.2626,74.7,6.16,23
CORP-06045,Manufacturing,Japan,2017,0.3431,2412372,0.3132,378549,590255,0.2346,49.3,3.7,12
CORP-02794,Technology,South Korea,2016,0.0503,1883372,0.0235,655180,760002,-0.0068,5.3,2.71,8
CORP-00384,Retail,China,2027,0.4382,1440022,0.3318,490761,793101,0.3085,71.0,5.73,23
CORP-05644,Healthcare,United Kingdom,2026,0.3915,4890430,0.2243,1816309,961987,0.2027,53.0,6.1,25
CORP-06418,Manufacturing,United Kingdom,2031,0.7695,2082306,0.7872,815945,1075599,0.707,112.1,8.38,37
CORP-07621,Manufacturing,Australia,2018,0.2349,2036674,0.2861,433081,278204,0.2416,36.8,3.31,9
CORP-01732,Telecom,China,2017,0.3482,3316513,0.2906,883008,748949,0.3617,47.9,4.15,15
CORP-05020,Telecom,United States,2029,0.6863,8007945,0.5249,4097015,6768099,0.4832,128.0,7.66,32
CORP-02362,Financial Services,United Kingdom,2035,0.8989,19428247,0.7185,6598099,22373860,0.6514,147.2,8.83,47
CORP-05526,Telecom,United States,2031,0.9933,15921824,0.7983,5735099,12261870,0.7146,175.1,9.16,43
CORP-06332,Retail,United States,2033,0.8656,4529504,0.6575,2614076,2252097,0.574,132.1,8.75,42
CORP-00293,Logistics,United Kingdom,2020,0.4379,2851941,0.4686,878472,-116290,0.4144,45.8,5.33,18
CORP-01860,Financial Services,Sweden,2022,0.3384,4704182,0.3438,1857642,1205197,0.3543,49.6,5.18,20
CORP-02755,Manufacturing,Germany,2024,0.5909,1915952,0.5157,718389,684104,0.4563,89.2,6.24,26
CORP-01720,Financial Services,Japan,2021,0.3198,4344421,0.2961,1225171,975708,0.284,52.3,4.73,20
CORP-06870,Financial Services,France,2022,0.475,3774089,0.3894,784223,4165882,0.4208,75.3,5.27,17
CORP-01117,Healthcare,India,2022,0.3112,1824759,0.2172,466226,224805,0.2609,51.0,4.52,18
CORP-06379,Manufacturing,Australia,2018,0.4442,6218748,0.388,2467453,1028286,0.3342,57.0,4.58,15
CORP-03945,Education,United States,2017,0.3791,899223,0.1809,110509,165059,0.2387,57.1,5.39,18
CORP-04084,Technology,United States,2018,0.3507,2813385,0.3316,963001,1028713,0.2734,61.3,5.18,21
CORP-03228,Technology,United States,2032,0.6323,6670061,0.5114,5968622,1739810,0.4725,105.1,7.59,36
CORP-05843,Healthcare,South Korea,2035,0.7038,6169385,0.4517,1607491,4173190,0.518,105.9,7.35,41
CORP-03622,Healthcare,United Kingdom,2034,0.8873,6696856,0.5533,4749664,3915562,0.5262,150.3,9.78,50
CORP-02126,Financial Services,United States,2028,0.4247,13956474,0.3862,4365738,3464825,0.3701,59.0,5.61,24
CORP-01649,Logistics,India,2015,0.0395,681506,0.0473,83745,-12134,-0.0237,13.4,2.12,5
CORP-03062,Healthcare,India,2020,0.2187,1672820,0.1939,494322,602252,0.1624,24.1,4.12,14
CORP-04954,Retail,United States,2032,0.7608,3791474,0.5737,1574233,3147576,0.5607,104.3,9.0,44
CORP-02567,Energy,Germany,2035,1.0,11441756,0.8892,6336234,4547272,0.785,128.7,9.71,48
CORP-03411,Manufacturing,Canada,2029,0.408,5905070,0.3954,2052461,1865029,0.2973,64.7,6.9,29
CORP-06388,Healthcare,India,2027,0.484,4331218,0.3346,873447,1601767,0.3129,65.9,6.26,26
CORP-06750,Telecom,China,2021,0.2851,3441436,0.2079,1240369,507983,0.1669,37.5,5.03,20
CORP-02873,Manufacturing,Japan,2016,0.0902,1740106,0.1019,241730,177912,0.0844,18.0,2.9,10
CORP-07887,Financial Services,Canada,2021,0.684,5582324,0.5921,1752663,3116868,0.5502,96.2,6.85,23
CORP-07686,Agriculture,Japan,2033,0.9032,1809296,0.7816,955280,684552,0.7043,127.0,8.73,44
CORP-05555,Financial Services,Germany,2024,0.394,5467357,0.3259,1376162,2600064,0.2969,59.1,5.97,25
CORP-05144,Financial Services,China,2023,0.2504,5126192,0.2699,1331857,838358,0.2015,23.1,4.31,15
CORP-06745,Education,Canada,2017,0.3461,775084,0.2084,119424,152158,0.2038,54.4,4.5,14
CORP-07137,Technology,China,2018,0.3415,4791999,0.2238,2296118,718041,0.2262,44.3,4.78,14
CORP-00162,Manufacturing,India,2033,0.55,4097420,0.523,1062592,1441928,0.533,85.7,7.23,37
CORP-06403,Telecom,India,2035,1.0,3492518,0.7363,995490,1336945,0.6944,114.2,9.37,50
CORP-06473,Telecom,United Kingdom,2026,0.3463,2234785,0.3493,236945,487038,0.2614,54.0,6.52,28
CORP-01996,Healthcare,France,2033,1.0,4157179,0.6246,1307412,3450534,0.6732,133.1,8.86,43
CORP-03316,Healthcare,Brazil,2034,0.7214,3628664,0.5078,1239771,1758305,0.5132,75.3,8.15,39
CORP-00392,Logistics,United States,2025,0.4552,5127644,0.3735,787988,-1058136,0.3389,89.2,6.29,27
CORP-01856,Energy,United Kingdom,2033,0.4762,3153357,0.4027,982462,968863,0.3419,68.5,7.02,37
CORP-03222,Technology,United States,2034,0.938,8551038,0.769,9463930,4435884,0.6819,149.8,10.0,49
CORP-05841,Manufacturing,Canada,2029,0.6516,6763865,0.64,2375843,3865213,0.5226,102.9,7.28,31
CORP-05168,Healthcare,Germany,2029,0.7234,7675756,0.4924,3146170,3937005,0.5242,103.3,8.02,35
CORP-05176,Telecom,South Korea,2023,0.5927,6022485,0.5169,2008252,2058717,0.4502,82.0,5.83,21
CORP-00664,Telecom,Japan,2025,0.6082,6470130,0.4556,2189324,3822933,0.4919,82.0,6.62,25
CORP-00642,Agriculture,United States,2023,0.4177,707600,0.3806,226144,279048,0.3745,76.2,5.86,21
CORP-01419,Telecom,China,2027,0.4387,5544567,0.3808,2070784,1581971,0.3272,53.3,6.46,25
CORP-02813,Healthcare,China,2026,0.5977,3186915,0.4067,1100675,728385,0.436,96.5,6.2,24
CORP-05087,Financial Services,China,2022,0.4584,6543733,0.4226,3161754,-285255,0.3445,70.5,5.45,19
CORP-01024,Logistics,China,2030,0.43,4305730,0.3761,1358153,1392057,0.3816,62.6,6.93,33
CORP-06629,Energy,Australia,2031,1.0,7722872,0.929,4857122,3754061,0.7705,130.0,9.0,44
CORP-07568,Healthcare,Germany,2029,0.559,9260091,0.3246,2413559,4840917,0.2862,84.8,6.83,33
CORP-04775,Manufacturing,United States,2027,0.5365,4140299,0.5744,1035698,1327908,0.4144,93.3,6.65,28
CORP-03140,Agriculture,China,2031,0.754,2468661,0.6631,834756,625271,0.5881,97.7,7.83,36
CORP-03195,Financial Services,Germany,2035,0.984,6724456,0.7836,3088280,5953270,0.7466,143.7,9.88,52
CORP-00164,Financial Services,China,2016,0.1299,3018328,0.1871,646762,704128,0.1154,22.2,3.54,10
CORP-01597,Retail,United States,2015,0.4386,1756306,0.3269,629298,600533,0.3373,76.5,4.96,13
CORP-00733,Retail,China,2029,0.8574,3129868,0.576,1400492,2062949,0.5248,117.9,8.11,36
CORP-02487,Technology,South Korea,2025,0.3737,3305720,0.2634,1473201,1546657,0.2514,48.0,5.62,25
CORP-00206,Logistics,China,2029,0.503,3067916,0.5057,739992,1058919,0.4519,70.0,6.87,32
CORP-02963,Technology,China,2033,0.6471,3920141,0.5474,2255032,3795382,0.5365,108.7,7.4,39
CORP-05000,Technology,China,2021,0.2004,1475234,0.1597,598419,938573,0.1638,39.5,5.01,19
CORP-01929,Financial Services,India,2029,0.5527,4089840,0.4609,1148577,1234368,0.3945,57.1,6.72,31
CORP-04118,Energy,United States,2019,0.1207,2402769,0.1933,379116,398704,0.1941,25.9,3.91,14
CORP-02126,Education,China,2031,0.9145,1710008,0.4791,412091,709074,0.5615,120.8,8.96,40
CORP-01415,Logistics,Germany,2015,0.2849,2148611,0.2978,477230,730187,0.314,20.3,3.84,11
CORP-07708,Agriculture,India,2028,0.96,635917,0.7938,170810,380743,0.6892,96.1,8.36,37
CORP-03166,Manufacturing,Netherlands,2033,0.7226,4418752,0.6789,1272706,1408228,0.5335,108.1,8.03,40
CORP-05041,Manufacturing,China,2025,0.7099,5607438,0.7285,2034944,1580093,0.5639,104.9,6.7,29
CORP-04864,Healthcare,United States,2016,0.3359,2158945,0.2165,351540,863041,0.1875,62.2,4.43,14
CORP-03279,Technology,Canada,2024,0.1654,1617609,0.1824,518356,312702,0.1527,30.5,4.05,15
CORP-06700,Logistics,Germany,2035,0.5174,2782048,0.4984,687688,1043490,0.4054,67.8,7.64,39
CORP-00656,Retail,China,2031,0.8147,5205064,0.6423,3106823,4427174,0.6063,123.4,8.22,36
CORP-06194,Education,China,2028,0.6623,999563,0.2766,218689,243320,0.304,100.1,6.41,32
CORP-06288,Technology,India,2018,0.0224,1089994,0.014,186778,240686,0.0355,1.0,2.77,8
CORP-04739,Healthcare,United States,2024,0.6579,8067514,0.4694,2390328,2966220,0.4655,104.0,7.75,32
CORP-07757,Healthcare,Japan,2035,0.9566,4999292,0.6107,1773230,3502659,0.6184,143.2,9.82,51
CORP-01095,Technology,Germany,2019,0.2431,2406784,0.2053,1272601,555056,0.225,42.1,4.59,15
CORP-04841,Retail,Japan,2023,0.5514,2135186,0.4037,723181,1540983,0.3634,79.6,5.53,21
CORP-00907,Financial Services,United Kingdom,2021,0.189,3198731,0.1676,513178,498552,0.1898,27.9,3.69,13
CORP-03214,Financial Services,United States,2031,0.6739,7666160,0.6332,4099601,4080716,0.514,122.7,8.01,39
CORP-03708,Financial Services,United Kingdom,2032,0.7269,9777272,0.592,4217288,5078859,0.5257,100.0,8.7,43
CORP-01783,Manufacturing,Sweden,2027,0.4369,5246649,0.4186,1246864,1199758,0.4009,65.8,5.74,24
CORP-07718,Healthcare,United States,2018,0.1915,2991871,0.1519,723473,529032,0.1078,54.3,3.91,11
CORP-07038,Financial Services,France,2021,0.332,5689145,0.2473,1490949,2603848,0.196,36.6,4.77,18
CORP-02131,Manufacturing,Brazil,2018,0.3398,3066578,0.3256,621277,552457,0.2808,29.6,4.2,14
CORP-02554,Technology,China,2017,0.151,4492880,0.1515,1703405,1190160,0.0805,39.4,3.16,11
